name,value,year,lastValue,rank
Basic Chemical Industries Co.,37.9582,2014,37.9582,0
Al Sagr Cooperative Insurance Co.,23.32904,2014,23.32904,0
Jabal Omar Development Company,46.48344,2014,46.48344,0
National Petrochemical Co.,30.04952,2014,30.04952,0
Dar Al-Arkan Real Estate Development Company,12.29168,2014,12.29168,0
Halwani Bros,76.74468,2014,76.74468,0
Fawaz Abdulaziz Alhokair Company.,98.2586,2014,98.2586,0
Middle East Specialized Cables Co.,25.73216,2014,25.73216,0
AlAbdullatif Industrial Investment Co.,42.92816,2014,42.92816,0
Abdullah Al Othaim Markets Company,48.32012,2014,48.32012,0
Al-Babtain Power & Telecommunication Co.,36.91612,2014,36.91612,0
BURUJ Cooperative Insurance Company,25.40976,2014,25.40976,0
Northern Region Cement Co.,24.85468,2014,24.85468,0
Al Jouf Cement Company,17.78284,2014,17.78284,0
Al Tayyar Travel Group Holding Co.,90.44092,2014,90.44092,0
Arabian Shield Cooperative Insurance Company,30.97756,2014,30.97756,0
Bupa Arabia for Cooperative Insurance ,33.88496,2014,33.88496,0
Allied Cooperative Insurance Group,26.54512,2014,26.54512,0
Al Rajhi Company for Cooperative Insurance,27.94916,2014,27.94916,0
 Al Alamiya Cooperative Insurance Company,53.29236,2014,53.29236,0
Knowledge Economic City,21.12904,2014,21.12904,0
United Wire Factories Company,43.66424,2014,43.66424,0
Kingdom Holding Company,23.18016,2014,23.18016,0
United International Transportation Company Ltd.,41.4602,2014,41.4602,0
Hail Cement Co.,25.18876,2014,25.18876,0
Saudi Arabian Mining Company,35.57048,2014,35.57048,0
Red Sea International Company,53.74388,2014,53.74388,0
Emaar The Economic City,16.08724,2014,16.08724,0
United Cooperative Assurance Co.,24.98316,2014,24.98316,0
Salama Cooperative Insurance Co.,21.75268,2014,21.75268,0
Alinma Bank,20.01904,2014,20.01904,0
Saudi Paper Manufacturing Co.,68.54368,2014,68.54368,0
Rabigh Refining and Petrochemical Company,28.6732,2014,28.6732,0
Methanol Chemicals Company,16.08576,2014,16.08576,0
Saudi Kayan Petrochemical Company,15.22116,2014,15.22116,0
Saudi International Petrochemical Co.,32.88196,2014,32.88196,0
Saudi Research and Marketing Group,20.04208,2014,20.04208,0
Aldrees Petroleum & Transport Services Co.,32.95144,2014,32.95144,0
Tihama Advertising & Public Relations Co.,290.84392,2014,290.84392,0
National Agriculture Marketing Co.,86.43416,2014,86.43416,0
Taiba Holding Co.,43.7354,2014,43.7354,0
Tourism Enterprise Co.,69.44136,2014,69.44136,0
The National Shipping Company of Saudi Arabia,34.04048,2014,34.04048,0
Anaam International Holding Group Co.,37.53952,2014,37.53952,0
Saudi Industrial Export Co.,119.36948,2014,119.36948,0
Saudi Automotive Services Co.,20.7398,2014,20.7398,0
Saudi Real Estate Co.,20.38292,2014,20.38292,0
Saudi Public Transport Co.,32.54512,2014,32.54512,0
BATIC Investment and Logistics Co.,26.10164,2014,26.10164,0
Makkah Construction and Development Co.,80.3032,2014,80.3032,0
Jarir Marketing Co.,145.15908,2014,145.15908,0
Fitaihi Holding Group,21.75736,2014,21.75736,0
Dur Hospitality Company,36.78912,2014,36.78912,0
"Aseer Trading, Tourism & Manufacturing Co",28.64668,2014,28.64668,0
Arriyadh Development Co.,23.4574,2014,23.4574,0
Zamil Industrial Investment Co.,56.34428,2014,56.34428,0
Yanbu National Petrochemical Co.,67.97156,2014,67.97156,0
Saudi Industrial Services Co.,15.02908,2014,15.02908,0
Saudi Industrial Investment Group,34.89212,2014,34.89212,0
Savola Group,72.68636,2014,72.68636,0
Saudi Industrial Development Co.,20.49208,2014,20.49208,0
Saudi Chemical Company,66.5198,2014,66.5198,0
Saudi Advanced Industries Co.,21.02036,2014,21.02036,0
Saudi Arabia Refineries Co.,71.80176,2014,71.80176,0
Sahara Petrochemical Co.,21.3924,2014,21.3924,0
Saudi Arabia Fertilizers Co.,127.93948,2014,127.93948,0
Saudia Dairy and Foodstuff Co.,108.07068,2014,108.07068,0
Saudi Basic Industries Corp.,114.59156,2014,114.59156,0
Arabian Pipes Company,26.10004,2014,26.10004,0
Saudi Pharmaceutical Indust.& Med. Appliances Corp,45.34624,2014,45.34624,0
Nama Chemicals Co.,81.76116,2014,81.76116,0
National Metal Manufacturing and Casting Co.,39.48284,2014,39.48284,0
National Industrialization Co. - NIC ,32.43692,2014,32.43692,0
National Gypsum Company,33.03268,2014,33.03268,0
The National Company For Glass Industries,36.72424,2014,36.72424,0
Wafrah for Industry & Development Co.,48.77356,2014,48.77356,0
National Gas & Industrialization Co.,30.28436,2014,30.28436,0
Filling and Packing Materials Manufacturing Co.,59.33136,2014,59.33136,0
Saudi Ceramic Co.,83.98804,2014,83.98804,0
Saudi Cable Company,85.07248,2014,85.07248,0
Alujain Corporation,24.05152,2014,24.05152,0
Saudi Arabian Amiantit Co.,17.07364,2014,17.07364,0
Almarai Company,42.09616,2014,42.09616,0
Yanbu Cement Co.,71.06072,2014,71.06072,0
Al Ahsa Development Co.,17.39092,2014,17.39092,0
Yamama Cement Company,60.88884,2014,60.88884,0
Tabuk Cement Co.,29.38796,2014,29.38796,0
Southern Province Cement Co.,112.99244,2014,112.99244,0
Saudi Cement Company,110.3724,2014,110.3724,0
The Qassim Cement Company,95.02372,2014,95.02372,0
Eastern Province Cement Co.,60.41464,2014,60.41464,0
Arabian Cement Co.,71.19976,2014,71.19976,0
The Saudi Investment Bank,23.85092,2014,23.85092,0
Alawwal Bank,18.28048,2014,18.28048,0
Banque Saudi Fransi,32.3576,2014,32.3576,0
Samba Financial Group,25.611,2014,25.611,0
Riyad Bank,18.63336,2014,18.63336,0
The Saudi British Bank,34.59296,2014,34.59296,0
Bank Aljazira,22.03952,2014,22.03952,0
Arab National Bank,29.64576,2014,29.64576,0
Bank Albilad,30.64916,2014,30.64916,0
Al Rajhi Bank,66.60188,2014,66.60188,0
Jazan Energy and Development Co.,19.23752,2014,19.23752,0
Al-Jouf Agricultural Development Co.,47.03564,2014,47.03564,0
Ash-Sharqiyah Development Co.,80.18332,2014,80.18332,0
Saudi Fisheries Co.,194.20004,2014,194.20004,0
Tabuk Agricultural Development Co.,25.6536,2014,25.6536,0
AL Gassim Investment Holding Co.,27.49264,2014,27.49264,0
National Agricultural Development Co.,31.04824,2014,31.04824,0
The Company for Cooperative Insurance,38.18552,2014,38.18552,0
Saudi Electricity Company,16.00052,2014,16.00052,0
Saudi Telecom,67.545,2014,67.545,0
Etihad Etisalat Co.,83.352926,2014,83.352926,0
Etihad Etisalat Co.,81.095483,2013,81.095483,0
Saudi Telecom,43.251612,2013,43.251612,0
Saudi Electricity Company,13.535887,2013,13.535887,0
The Company for Cooperative Insurance,25.866451,2013,25.866451,0
National Agricultural Development Co.,19.294879,2013,19.294879,0
AL Gassim Investment Holding Co.,23.80508,2013,23.80508,0
Tabuk Agricultural Development Co.,24.392459,2013,24.392459,0
Saudi Fisheries Co.,163.688588,2013,163.688588,0
Ash-Sharqiyah Development Co.,61.037298,2013,61.037298,0
Al-Jouf Agricultural Development Co.,38.724959,2013,38.724959,0
Jazan Energy and Development Co.,16.278024,2013,16.278024,0
Al Rajhi Bank,66.186854,2013,66.186854,0
Bank Albilad,18.31379,2013,18.31379,0
Arab National Bank,24.93883,2013,24.93883,0
Bank Aljazira,15.719475,2013,15.719475,0
The Saudi British Bank,24.704233,2013,24.704233,0
Riyad Bank,12.582943,2013,12.582943,0
Samba Financial Group,21.890887,2013,21.890887,0
Banque Saudi Fransi,24.145967,2013,24.145967,0
Alawwal Bank,11.573991,2013,11.573991,0
The Saudi Investment Bank,17.637943,2013,17.637943,0
Arabian Cement Co.,50.820483,2013,50.820483,0
Eastern Province Cement Co.,59.017137,2013,59.017137,0
The Qassim Cement Company,83.412298,2013,83.412298,0
Saudi Cement Company,101.332661,2013,101.332661,0
Southern Province Cement Co.,105.629032,2013,105.629032,0
Tabuk Cement Co.,27.650806,2013,27.650806,0
Yamama Cement Company,50.998588,2013,50.998588,0
Al Ahsa Development Co.,14.181048,2013,14.181048,0
Yanbu Cement Co.,67.113951,2013,67.113951,0
Almarai Company,29.384435,2013,29.384435,0
Saudi Arabian Amiantit Co.,14.367943,2013,14.367943,0
Alujain Corporation,16.85504,2013,16.85504,0
Saudi Cable Company,89.358104,2013,89.358104,0
Saudi Ceramic Co.,64.22133,2013,64.22133,0
Filling and Packing Materials Manufacturing Co.,49.131451,2013,49.131451,0
National Gas & Industrialization Co.,21.486491,2013,21.486491,0
Wafrah for Industry & Development Co.,31.624596,2013,31.624596,0
The National Company For Glass Industries,26.76129,2013,26.76129,0
National Gypsum Company,30.122983,2013,30.122983,0
National Industrialization Co. - NIC ,28.118951,2013,28.118951,0
National Metal Manufacturing and Casting Co.,32.718951,2013,32.718951,0
Nama Chemicals Co.,69.577943,2013,69.577943,0
Saudi Pharmaceutical Indust.& Med. Appliances Corp,32.412701,2013,32.412701,0
Arabian Pipes Company,23.977217,2013,23.977217,0
Saudi Basic Industries Corp.,96.951612,2013,96.951612,0
Saudia Dairy and Foodstuff Co.,81.019153,2013,81.019153,0
Saudi Arabia Fertilizers Co.,121.058064,2013,121.058064,0
Sahara Petrochemical Co.,15.600201,2013,15.600201,0
Saudi Arabia Refineries Co.,61.15625,2013,61.15625,0
Saudi Advanced Industries Co.,14.036491,2013,14.036491,0
Saudi Chemical Company,46.193346,2013,46.193346,0
Saudi Industrial Development Co.,16.821169,2013,16.821169,0
Savola Group,49.41875,2013,49.41875,0
Saudi Industrial Investment Group,25.789919,2013,25.789919,0
Saudi Industrial Services Co.,12.10637,2013,12.10637,0
Yanbu National Petrochemical Co.,57.635282,2013,57.635282,0
Zamil Industrial Investment Co.,40.85383,2013,40.85383,0
AlBaha Investment & Development Co.,26.13303,2013,26.13303,0
Arriyadh Development Co.,17.992177,2013,17.992177,0
"Aseer Trading, Tourism & Manufacturing Co",18.75,2013,18.75,0
Dur Hospitality Company,31.291935,2013,31.291935,0
Fitaihi Holding Group,15.556048,2013,15.556048,0
Jarir Marketing Co.,97.978911,2013,97.978911,0
Makkah Construction and Development Co.,56.656854,2013,56.656854,0
BATIC Investment and Logistics Co.,36.002177,2013,36.002177,0
Saudi Public Transport Co.,18.745967,2013,18.745967,0
Saudi Real Estate Co.,15.840725,2013,15.840725,0
Saudi Automotive Services Co.,15.428064,2013,15.428064,0
Saudi Industrial Export Co.,126.485322,2013,126.485322,0
Anaam International Holding Group Co.,36.231854,2013,36.231854,0
Tourism Enterprise Co.,86.950604,2013,86.950604,0
The National Shipping Company of Saudi Arabia,21.34012,2013,21.34012,0
Taiba Holding Co.,33.963104,2013,33.963104,0
National Agriculture Marketing Co.,35.227016,2013,35.227016,0
Tihama Advertising & Public Relations Co.,204.584677,2013,204.584677,0
Aldrees Petroleum & Transport Services Co.,19.895564,2013,19.895564,0
Saudi Research and Marketing Group,20.735685,2013,20.735685,0
Saudi International Petrochemical Co.,22.875,2013,22.875,0
Saudi Kayan Petrochemical Company,12.235685,2013,12.235685,0
Methanol Chemicals Company,13.342137,2013,13.342137,0
Rabigh Refining and Petrochemical Company,16.89254,2013,16.89254,0
Saudi Paper Manufacturing Co.,50.791854,2013,50.791854,0
Alinma Bank,13.928629,2013,13.928629,0
Salama Cooperative Insurance Co.,31.564919,2013,31.564919,0
United Cooperative Assurance Co.,22.797325,2013,22.797325,0
Emaar The Economic City,10.562903,2013,10.562903,0
Red Sea International Company,27.15012,2013,27.15012,0
Saudi Arabian Mining Company,30.915725,2013,30.915725,0
Hail Cement Co.,20.645161,2013,20.645161,0
United International Transportation Company Ltd.,25.102822,2013,25.102822,0
Kingdom Holding Company,19.467338,2013,19.467338,0
United Wire Factories Company,32.455604,2013,32.455604,0
Knowledge Economic City,14.892741,2013,14.892741,0
 Al Alamiya Cooperative Insurance Company,30.993024,2013,30.993024,0
Al Rajhi Company for Cooperative Insurance,30.86375,2013,30.86375,0
Allied Cooperative Insurance Group,39.06512,2013,39.06512,0
Bupa Arabia for Cooperative Insurance ,10.65008,2013,10.65008,0
Arabian Shield Cooperative Insurance Company,27.051048,2013,27.051048,0
Al Tayyar Travel Group Holding Co.,45.37637,2013,45.37637,0
Al Jouf Cement Company,15.867459,2013,15.867459,0
Northern Region Cement Co.,21.849775,2013,21.849775,0
BURUJ Cooperative Insurance Company,25.985403,2013,25.985403,0
Al-Babtain Power & Telecommunication Co.,27.44012,2013,27.44012,0
Abdullah Al Othaim Markets Company,26.990725,2013,26.990725,0
AlAbdullatif Industrial Investment Co.,38.513709,2013,38.513709,0
Middle East Specialized Cables Co.,22.607177,2013,22.607177,0
Fawaz Abdulaziz Alhokair Company.,52.936854,2013,52.936854,0
Halwani Bros,55.312701,2013,55.312701,0
Dar Al-Arkan Real Estate Development Company,9.372983,2013,9.372983,0
Jabal Omar Development Company,27.75504,2013,27.75504,0
National Petrochemical Co.,21.86754,2013,21.86754,0
Al Sagr Cooperative Insurance Co.,15.888588,2013,15.888588,0
Basic Chemical Industries Co.,32.231854,2013,32.231854,0
Solidarity Saudi Takaful Co.,64.854838,2013,64.854838,0
Malath Cooperative Insurance Company,32.752217,2013,32.752217,0
Saudi Printing and Packaging Company,30.521572,2013,30.521572,0
Advanced Petrochemical Co.,26.396935,2013,26.396935,0
Al-Etihad Cooperative Insurance Co.,24.069233,2013,24.069233,0
Allianz Saudi Fransi Cooperative Insurance Company,70.589717,2013,70.589717,0
Sanad Cooperative Insurance Company,26.502822,2013,26.502822,0
Walaa Cooperative Insurance Company,19.723266,2013,19.723266,0
Al Ahlia for Cooperative Insurance Co.,45.802338,2013,45.802338,0
The Mediterranean and Gulf Insurance and Reinsurance Co.,47.737943,2013,47.737943,0
Saudi Indian Company for Cooperative Insurance,103.726411,2013,103.726411,0
SABB Takaful ,35.705645,2013,35.705645,0
Saudi Arabian Cooperative Insurance Company,25.172862,2013,25.172862,0
Najran Cement Company,24.956653,2013,24.956653,0
Saudi Vitrified Clay Pipes Co.,71.634072,2013,71.634072,0
City Cement Co.,22.063709,2013,22.063709,0
Mobile Telecommunications Company Saudi Arabia ,16.734556,2013,16.734556,0
Gulf Union Cooperative Insurance Company,38.217782,2013,38.217782,0
Al Sorayai Trading And Industrial Group Company,34.220161,2013,34.220161,0
Astra Industrial Group,40.415564,2013,40.415564,0
Al Khaleej Training and Education Company,24.219677,2013,24.219677,0
Herfy Food Services Co.,56.02762,2013,56.02762,0
Dallah Healthcare Company,41.126733,2013,41.126733,0
Saudi Re for Cooperative Reinsurance Co.,13.331733,2013,13.331733,0
Arabia Insurance Cooperative Company,32.817258,2013,32.817258,0
AXA Cooperative Insurance Co.,25.080604,2013,25.080604,0
Etihad Atheeb Telecommunication  Company,46.260685,2013,46.260685,0
ALAHLI TAKAFUL COMPANY,56.827217,2013,56.827217,0
Saudi Integrated Telecom Company,23.21923,2013,23.21923,0
Weqaya Takaful insurance and reinsurance Company,35.552822,2013,35.552822,0
Chubb Arabia Cooperative Insurance  Company,33.43129,2013,33.43129,0
Mouwasat Medical Services Company.,36.157016,2013,36.157016,0
Saudi Steel Pipe Company,27.893951,2013,27.893951,0
Gulf General Cooperative Insurance Co.,47.921169,2013,47.921169,0
Al-Hassan Ghazi Ibrahim Shaker ,42.220725,2013,42.220725,0
Wataniya Insurance Company,61.56887,2013,61.56887,0
Amana Cooperative Insurance Co.,74.299717,2013,74.299717,0
United Electronics Co.,60.657822,2013,60.657822,0
Saudi Airlines Catering Company,112.71875,2013,112.71875,0
Abdullah A. M. Al-Khodari Sons Company,30.511814,2013,30.511814,0
Saudi Enaya Cooperative insurance Company,84.120846,2013,84.120846,0
Bawan Company,42.313333,2013,42.313333,0
Takween Advanced Industries,27.806491,2013,27.806491,0
Alinma Tokio Marine Co.,63.944959,2013,63.944959,0
National Medical Care Co.,59.999492,2013,59.999492,0
MetLife AIG ANB Cooperative Insurance Company.,35.547,2013,35.547,0
Aljazira Takaful Taawuni Company,50.868396,2013,50.868396,0
Alinma Tokio Marine Co.,77.032619,2012,77.032619,0
Takween Advanced Industries,30.978839,2012,30.978839,0
Saudi Enaya Cooperative insurance Company,104.143047,2012,104.143047,0
Abdullah A. M. Al-Khodari Sons Company,33.335139,2012,33.335139,0
Saudi Airlines Catering Company,73.917391,2012,73.917391,0
United Electronics Co.,42.56486,2012,42.56486,0
Amana Cooperative Insurance Co.,174.726772,2012,174.726772,0
Wataniya Insurance Company,62.3898,2012,62.3898,0
Al-Hassan Ghazi Ibrahim Shaker ,38.400956,2012,38.400956,0
Gulf General Cooperative Insurance Co.,49.614143,2012,49.614143,0
Saudi Steel Pipe Company,25.251792,2012,25.251792,0
Mouwasat Medical Services Company.,24.87888,2012,24.87888,0
Chubb Arabia Cooperative Insurance  Company,55.378685,2012,55.378685,0
Weqaya Takaful insurance and reinsurance Company,40.292231,2012,40.292231,0
ALAHLI TAKAFUL COMPANY,64.633466,2012,64.633466,0
Saudi Integrated Telecom Company,25.731088,2012,25.731088,0
Etihad Atheeb Telecommunication  Company,50.911927,2012,50.911927,0
AXA Cooperative Insurance Co.,24.093864,2012,24.093864,0
Arabia Insurance Cooperative Company,35.802988,2012,35.802988,0
Saudi Re for Cooperative Reinsurance Co.,15.924223,2012,15.924223,0
Dallah Healthcare Company,41.228181,2012,41.228181,0
Herfy Food Services Co.,43.654501,2012,43.654501,0
Al Khaleej Training and Education Company,20.324462,2012,20.324462,0
Astra Industrial Group,36.748446,2012,36.748446,0
Al Sorayai Trading And Industrial Group Company,34.377529,2012,34.377529,0
Mobile Telecommunications Company Saudi Arabia ,25.691155,2012,25.691155,0
City Cement Co.,17.120754,2012,17.120754,0
Gulf Union Cooperative Insurance Company,35.627649,2012,35.627649,0
Saudi Vitrified Clay Pipes Co.,66.874501,2012,66.874501,0
Najran Cement Company,20.582165,2012,20.582165,0
Saudi Arabian Cooperative Insurance Company,23.782948,2012,23.782948,0
SABB Takaful ,36.581673,2012,36.581673,0
Saudi Indian Company for Cooperative Insurance,51.66231,2012,51.66231,0
Al Ahlia for Cooperative Insurance Co.,41.291713,2012,41.291713,0
The Mediterranean and Gulf Insurance and Reinsurance Co.,45.184701,2012,45.184701,0
Walaa Cooperative Insurance Company,18.815816,2012,18.815816,0
Sanad Cooperative Insurance Company,25.60976,2012,25.60976,0
Allianz Saudi Fransi Cooperative Insurance Company,71.887051,2012,71.887051,0
Al-Etihad Cooperative Insurance Co.,24.611513,2012,24.611513,0
Advanced Petrochemical Co.,21.642231,2012,21.642231,0
Saudi Printing and Packaging Company,30.526494,2012,30.526494,0
Malath Cooperative Insurance Company,36.353426,2012,36.353426,0
Solidarity Saudi Takaful Co.,60.885378,2012,60.885378,0
Basic Chemical Industries Co.,29.931474,2012,29.931474,0
Mohammad Al Mojil Group Company,16.68,2012,16.68,0
Al Sagr Cooperative Insurance Co.,15.375737,2012,15.375737,0
National Petrochemical Co.,21.860358,2012,21.860358,0
Jabal Omar Development Company,18.065737,2012,18.065737,0
Dar Al-Arkan Real Estate Development Company,9.615737,2012,9.615737,0
Halwani Bros,44.043027,2012,44.043027,0
Fawaz Abdulaziz Alhokair Company.,28.006733,2012,28.006733,0
Middle East Specialized Cables Co.,25.328525,2012,25.328525,0
AlAbdullatif Industrial Investment Co.,28.873705,2012,28.873705,0
Abdullah Al Othaim Markets Company,22.182031,2012,22.182031,0
Al-Babtain Power & Telecommunication Co.,25.643625,2012,25.643625,0
BURUJ Cooperative Insurance Company,31.087878,2012,31.087878,0
Al Jouf Cement Company,15.739402,2012,15.739402,0
Al Tayyar Travel Group Holding Co.,25.805428,2012,25.805428,0
Arabian Shield Cooperative Insurance Company,24.866135,2012,24.866135,0
Bupa Arabia for Cooperative Insurance ,8.67243,2012,8.67243,0
Allied Cooperative Insurance Group,30.390829,2012,30.390829,0
Al Rajhi Company for Cooperative Insurance,34.730318,2012,34.730318,0
 Al Alamiya Cooperative Insurance Company,29.336175,2012,29.336175,0
Knowledge Economic City,15.457768,2012,15.457768,0
United Wire Factories Company,29.450039,2012,29.450039,0
Kingdom Holding Company,12.945418,2012,12.945418,0
United International Transportation Company Ltd.,16.135258,2012,16.135258,0
Hail Cement Co.,19.33725,2012,19.33725,0
Saudi Arabian Mining Company,31.420318,2012,31.420318,0
Red Sea International Company,21.880517,2012,21.880517,0
Emaar The Economic City,9.771115,2012,9.771115,0
United Cooperative Assurance Co.,24.543147,2012,24.543147,0
Salama Cooperative Insurance Co.,27.463227,2012,27.463227,0
Alinma Bank,12.881872,2012,12.881872,0
Saudi Paper Manufacturing Co.,49.426852,2012,49.426852,0
Rabigh Refining and Petrochemical Company,20.686254,2012,20.686254,0
Methanol Chemicals Company,15.159362,2012,15.159362,0
Saudi Kayan Petrochemical Company,15.203386,2012,15.203386,0
Saudi International Petrochemical Co.,19.970717,2012,19.970717,0
Saudi Research and Marketing Group,24.194621,2012,24.194621,0
Aldrees Petroleum & Transport Services Co.,18.287051,2012,18.287051,0
Tihama Advertising & Public Relations Co.,157.348605,2012,157.348605,0
National Agriculture Marketing Co.,28.78745,2012,28.78745,0
Taiba Holding Co.,22.5249,2012,22.5249,0
The National Shipping Company of Saudi Arabia,16.967,2012,16.967,0
Tourism Enterprise Co.,35.110756,2012,35.110756,0
Anaam International Holding Group Co.,42.969163,2012,42.969163,0
Saudi Industrial Export Co.,102.058167,2012,102.058167,0
Saudi Automotive Services Co.,13.686015,2012,13.686015,0
Saudi Real Estate Co.,13.58498,2012,13.58498,0
Saudi Public Transport Co.,14.874701,2012,14.874701,0
BATIC Investment and Logistics Co.,35.585378,2012,35.585378,0
Makkah Construction and Development Co.,38.915139,2012,38.915139,0
Jarir Marketing Co.,75.645179,2012,75.645179,0
Fitaihi Holding Group,16.123904,2012,16.123904,0
Dur Hospitality Company,26.7249,2012,26.7249,0
"Aseer Trading, Tourism & Manufacturing Co",17.809561,2012,17.809561,0
Arriyadh Development Co.,17.217609,2012,17.217609,0
AlBaha Investment & Development Co.,33.479322,2012,33.479322,0
Zamil Industrial Investment Co.,30.01235,2012,30.01235,0
Saudi Industrial Services Co.,13.041235,2012,13.041235,0
Yanbu National Petrochemical Co.,46.643027,2012,46.643027,0
Saudi Industrial Investment Group,22.269322,2012,22.269322,0
Savola Group,35.756573,2012,35.756573,0
Saudi Chemical Company,40.002788,2012,40.002788,0
Saudi Industrial Development Co.,19.399402,2012,19.399402,0
Saudi Advanced Industries Co.,16.054541,2012,16.054541,0
Saudi Arabia Refineries Co.,65.715139,2012,65.715139,0
Sahara Petrochemical Co.,14.76494,2012,14.76494,0
Saudi Arabia Fertilizers Co.,111.612629,2012,111.612629,0
Saudia Dairy and Foodstuff Co.,57.760159,2012,57.760159,0
Saudi Basic Industries Corp.,94.159362,2012,94.159362,0
Arabian Pipes Company,24.842828,2012,24.842828,0
Saudi Pharmaceutical Indust.& Med. Appliances Corp,28.433227,2012,28.433227,0
Nama Chemicals Co.,84.043824,2012,84.043824,0
National Metal Manufacturing and Casting Co.,28.475059,2012,28.475059,0
National Industrialization Co. - NIC ,32.220996,2012,32.220996,0
National Gypsum Company,30.30478,2012,30.30478,0
The National Company For Glass Industries,31.034661,2012,31.034661,0
Wafrah for Industry & Development Co.,26.858167,2012,26.858167,0
National Gas & Industrialization Co.,21.261752,2012,21.261752,0
Filling and Packing Materials Manufacturing Co.,42.288645,2012,42.288645,0
Saudi Ceramic Co.,56.376095,2012,56.376095,0
Saudi Cable Company,111.906414,2012,111.906414,0
Alujain Corporation,17.280278,2012,17.280278,0
Saudi Arabian Amiantit Co.,16.542629,2012,16.542629,0
Almarai Company,25.950239,2012,25.950239,0
Yanbu Cement Co.,49.860318,2012,49.860318,0
Al Ahsa Development Co.,16.08486,2012,16.08486,0
Yamama Cement Company,47.973266,2012,47.973266,0
Tabuk Cement Co.,24.35,2012,24.35,0
Southern Province Cement Co.,97.105577,2012,97.105577,0
Saudi Cement Company,88.042828,2012,88.042828,0
The Qassim Cement Company,78.743027,2012,78.743027,0
Arabian Cement Co.,41.957609,2012,41.957609,0
Eastern Province Cement Co.,55.570717,2012,55.570717,0
The Saudi Investment Bank,13.706294,2012,13.706294,0
Alawwal Bank,9.337808,2012,9.337808,0
Banque Saudi Fransi,25.229083,2012,25.229083,0
Samba Financial Group,21.305617,2012,21.305617,0
Riyad Bank,11.854063,2012,11.854063,0
The Saudi British Bank,21.768565,2012,21.768565,0
Bank Aljazira,13.088725,2012,13.088725,0
Arab National Bank,24.093426,2012,24.093426,0
Bank Albilad,13.638964,2012,13.638964,0
Al Rajhi Bank,67.340996,2012,67.340996,0
Jazan Energy and Development Co.,19.433266,2012,19.433266,0
Al-Jouf Agricultural Development Co.,33.047569,2012,33.047569,0
Ash-Sharqiyah Development Co.,55.041434,2012,55.041434,0
Saudi Fisheries Co.,172.988764,2012,172.988764,0
Tabuk Agricultural Development Co.,21.119322,2012,21.119322,0
AL Gassim Investment Holding Co.,36.087928,2012,36.087928,0
National Agricultural Development Co.,21.441354,2012,21.441354,0
The Company for Cooperative Insurance,29.488087,2012,29.488087,0
Saudi Electricity Company,13.547211,2012,13.547211,0
Saudi Telecom,39.554183,2012,39.554183,0
Etihad Etisalat Co.,60.07288,2012,60.07288,0
Etihad Etisalat Co.,47.536814,2011,47.536814,0
Saudi Telecom,36.333064,2011,36.333064,0
Saudi Electricity Company,13.563911,2011,13.563911,0
The Company for Cooperative Insurance,35.668225,2011,35.668225,0
National Agricultural Development Co.,18.640645,2011,18.640645,0
AL Gassim Investment Holding Co.,17.633306,2011,17.633306,0
Tabuk Agricultural Development Co.,16.603266,2011,16.603266,0
Saudi Fisheries Co.,147.284395,2011,147.284395,0
Ash-Sharqiyah Development Co.,45.13508,2011,45.13508,0
Al-Jouf Agricultural Development Co.,23.836733,2011,23.836733,0
Jazan Energy and Development Co.,20.529435,2011,20.529435,0
Al Rajhi Bank,67.873266,2011,67.873266,0
Bank Albilad,9.398225,2011,9.398225,0
Arab National Bank,25.554153,2011,25.554153,0
Bank Aljazira,9.292459,2011,9.292459,0
The Saudi British Bank,20.734516,2011,20.734516,0
Riyad Bank,12.339354,2011,12.339354,0
Samba Financial Group,22.86125,2011,22.86125,0
Banque Saudi Fransi,26.2875,2011,26.2875,0
Alawwal Bank,8.357943,2011,8.357943,0
The Saudi Investment Bank,14.325967,2011,14.325967,0
Eastern Province Cement Co.,47.438508,2011,47.438508,0
Arabian Cement Co.,31.326129,2011,31.326129,0
The Qassim Cement Company,64.948588,2011,64.948588,0
Saudi Cement Company,58.564314,2011,58.564314,0
Southern Province Cement Co.,69.0625,2011,69.0625,0
Tabuk Cement Co.,21.194354,2011,21.194354,0
Yamama Cement Company,39.407298,2011,39.407298,0
Yanbu Cement Co.,35.211209,2011,35.211209,0
Al Ahsa Development Co.,10.812096,2011,10.812096,0
Almarai Company,21.701733,2011,21.701733,0
Saudi Arabian Amiantit Co.,16.802419,2011,16.802419,0
Alujain Corporation,19.854032,2011,19.854032,0
Saudi Cable Company,91.381532,2011,91.381532,0
Saudi Ceramic Co.,57.487741,2011,57.487741,0
Filling and Packing Materials Manufacturing Co.,31.878629,2011,31.878629,0
Wafrah for Industry & Development Co.,20.387701,2011,20.387701,0
National Gas & Industrialization Co.,18.394354,2011,18.394354,0
The National Company For Glass Industries,32.268951,2011,32.268951,0
National Gypsum Company,29.282661,2011,29.282661,0
National Industrialization Co. - NIC ,31.147177,2011,31.147177,0
National Metal Manufacturing and Casting Co.,26.016653,2011,26.016653,0
Nama Chemicals Co.,56.635967,2011,56.635967,0
Saudi Pharmaceutical Indust.& Med. Appliances Corp,25.144516,2011,25.144516,0
Arabian Pipes Company,23.019153,2011,23.019153,0
Saudi Basic Industries Corp.,100.54637,2011,100.54637,0
Saudia Dairy and Foodstuff Co.,42.352419,2011,42.352419,0
